#id, 楼层, 上/下按钮, 要去几层, 本条数据生效的间隔时间
6511,16,UP,18,6
6512,11,UP,23,6
6513,9,DOWN,8,1
6514,6,UP,22,2
6515,5,UP,9,1
6516,16,DOWN,4,4
6517,4,UP,10,3
6518,3,UP,8,1
6519,24,DOWN,1,3
6520,2,UP,22,2
6521,6,DOWN,1,3
6522,17,DOWN,15,4
6523,10,UP,14,5
6524,3,UP,15,6
6525,13,DOWN,4,2
6526,14,DOWN,10,5
6527,17,DOWN,4,6
6528,7,DOWN,2,4
6529,23,DOWN,7,1
6530,11,UP,12,2
6531,11,DOWN,5,1
6532,5,UP,12,5
6533,19,DOWN,16,4
6534,23,DOWN,20,5
6535,15,UP,24,6
6536,15,UP,19,5
6537,10,UP,12,2
6538,7,UP,9,3
6539,14,DOWN,6,5
6540,20,DOWN,8,1
6541,11,DOWN,5,3
6542,12,DOWN,1,1
6543,23,DOWN,8,6
6544,14,UP,19,2
6545,21,DOWN,18,5
6546,17,DOWN,11,3
6547,20,DOWN,19,2
6548,6,UP,23,3
6549,2,UP,21,1
6550,17,UP,22,3
6551,4,UP,7,1
6552,9,UP,17,1
6553,19,UP,22,1
6554,12,UP,22,1
6555,14,DOWN,11,5
6556,4,UP,5,1
6557,16,UP,20,2
6558,3,UP,14,5
6559,10,DOWN,8,5
6560,4,UP,21,2
6561,15,UP,19,6
6562,24,DOWN,11,4
6563,7,UP,8,6
6564,4,UP,23,1
6565,6,DOWN,2,6
6566,1,UP,19,1
6567,23,DOWN,22,3
6568,23,DOWN,16,6
6569,22,DOWN,1,3
6570,7,UP,21,3
6571,12,DOWN,8,2
6572,8,UP,13,6
6573,24,DOWN,12,1
6574,13,DOWN,4,1
6575,16,DOWN,5,4
6576,7,UP,15,5
6577,11,UP,12,3
6578,1,UP,2,5
6579,24,DOWN,18,2
6580,17,DOWN,4,1
6581,19,DOWN,2,6
6582,21,UP,23,3
6583,6,UP,18,6
6584,18,UP,23,2
6585,12,DOWN,9,4
6586,9,DOWN,1,2
6587,13,DOWN,8,4
6588,17,DOWN,6,5
6589,23,DOWN,18,4
6590,15,UP,19,4
6591,11,UP,17,2
6592,1,UP,21,6
6593,8,DOWN,7,4
6594,6,DOWN,5,5
6595,23,DOWN,7,1
6596,14,DOWN,7,6
6597,24,DOWN,17,1
6598,13,UP,16,6
6599,11,UP,12,3
6600,21,DOWN,16,2
6601,2,UP,21,4
6602,5,UP,19,1
6603,19,UP,22,2
6604,21,DOWN,16,5
6605,2,UP,13,1
6606,8,UP,22,3
6607,3,UP,9,4
6608,15,DOWN,10,4
6609,19,DOWN,6,5
6610,2,UP,22,2
6611,21,DOWN,18,2
6612,19,DOWN,9,3
6613,5,UP,14,2
6614,22,DOWN,20,3
6615,17,DOWN,5,4
6616,5,UP,22,4
6617,8,UP,19,3
6618,24,DOWN,2,5
6619,8,DOWN,6,1
6620,22,DOWN,18,3
6621,14,UP,15,2
6622,9,UP,19,1
6623,4,UP,19,3
6624,15,DOWN,3,5
6625,16,DOWN,15,1
6626,16,DOWN,15,5
6627,22,DOWN,18,4
6628,22,UP,23,4
6629,22,DOWN,11,2
6630,6,UP,12,2
6631,18,DOWN,7,3
6632,24,DOWN,13,6
6633,7,DOWN,5,4
6634,5,UP,6,4
6635,3,DOWN,2,2
6636,16,DOWN,14,5
6637,3,UP,24,1
6638,12,UP,14,5
6639,15,UP,17,2
6640,10,UP,24,3
6641,23,DOWN,21,2
6642,15,UP,19,6
6643,12,DOWN,6,3
6644,16,UP,18,3
6645,14,DOWN,1,6
6646,3,UP,15,4
6647,15,DOWN,7,6
6648,13,UP,20,1
6649,22,DOWN,4,1
6650,13,DOWN,9,1
6651,10,UP,14,3
6652,24,DOWN,19,5
6653,6,DOWN,1,3
6654,22,DOWN,13,4
6655,2,UP,12,2
6656,14,DOWN,8,3
6657,10,UP,20,6
6658,4,UP,23,5
6659,16,DOWN,9,4
6660,12,UP,21,1
6661,17,UP,20,5
6662,17,DOWN,9,4
6663,1,UP,8,1
6664,2,DOWN,1,5
6665,14,DOWN,7,4
6666,7,UP,22,5
6667,15,DOWN,6,5
6668,3,UP,16,2
6669,17,UP,23,3
6670,2,UP,19,4
6671,6,DOWN,4,6
6672,7,DOWN,4,1
6673,10,UP,23,6
6674,17,DOWN,6,5
6675,20,DOWN,10,5
6676,5,UP,9,2
6677,20,DOWN,4,3
6678,2,UP,9,3
6679,5,UP,23,6
6680,13,UP,21,1
6681,4,UP,18,2
6682,20,DOWN,19,2
6683,2,UP,4,3
6684,20,DOWN,9,5
6685,13,UP,23,6
6686,22,DOWN,20,6
6687,21,UP,23,6
6688,24,DOWN,8,1
6689,17,UP,21,3
6690,20,DOWN,9,4
6691,19,DOWN,3,1
6692,10,UP,22,4
6693,19,DOWN,7,3
6694,12,DOWN,5,6
6695,20,DOWN,12,3
6696,3,UP,15,1
6697,3,UP,14,5
6698,10,UP,18,6
6699,16,UP,24,2
6700,13,DOWN,7,2
6701,10,DOWN,5,4
6702,21,DOWN,12,3
6703,23,DOWN,11,6
6704,2,UP,18,6
6705,24,DOWN,5,2
6706,16,DOWN,12,3
6707,2,UP,24,2
6708,2,UP,23,5
6709,12,DOWN,5,6
6710,20,DOWN,3,6
6711,11,DOWN,7,5
6712,13,DOWN,3,3
6713,6,UP,18,3
6714,23,DOWN,9,1
6715,21,DOWN,2,3
6716,21,DOWN,20,1
6717,23,UP,24,2
6718,15,UP,23,4
6719,9,UP,14,3
6720,9,UP,13,1
6721,12,DOWN,8,3
6722,16,UP,24,2
6723,17,UP,20,5
6724,21,DOWN,17,5
6725,8,UP,14,6
6726,3,UP,4,5
6727,5,UP,15,1
6728,2,UP,5,2
6729,9,UP,16,1
6730,4,UP,7,2
6731,17,UP,19,3
6732,11,DOWN,5,6
6733,1,UP,11,6
6734,24,DOWN,1,2
6735,7,UP,24,1
6736,3,UP,23,5
6737,20,DOWN,11,4
6738,8,UP,23,2
6739,6,DOWN,2,3
6740,9,UP,14,3
6741,10,UP,16,2
6742,14,DOWN,2,2
6743,5,UP,19,2
6744,19,UP,24,1
6745,16,UP,22,6
6746,3,UP,10,3
6747,10,DOWN,8,5
6748,2,UP,11,6
6749,19,DOWN,14,1
6750,13,DOWN,5,6
6751,4,UP,6,5
6752,3,UP,22,3
6753,19,UP,20,1
6754,14,DOWN,6,1
6755,20,DOWN,15,6
6756,22,DOWN,15,4
6757,11,DOWN,5,1
6758,9,UP,24,5
6759,23,DOWN,20,2
6760,19,DOWN,2,1
6761,3,UP,24,2
6762,16,DOWN,6,1
6763,7,UP,20,2
6764,2,UP,6,1
6765,4,UP,17,4
6766,11,UP,14,5
6767,5,UP,15,3
6768,12,DOWN,1,1
6769,24,DOWN,13,5
6770,9,UP,11,3
6771,9,UP,19,1
6772,23,DOWN,5,3
6773,4,DOWN,1,5
6774,14,UP,21,1
6775,21,DOWN,7,5
6776,13,UP,18,3
6777,13,DOWN,10,4
6778,15,DOWN,2,6
6779,2,UP,20,1
6780,3,DOWN,1,5
6781,8,UP,11,2
6782,19,UP,23,5
6783,21,DOWN,12,3
6784,18,DOWN,10,5
6785,5,UP,14,4
6786,7,UP,9,1
6787,24,DOWN,6,3
6788,24,DOWN,21,3
6789,16,DOWN,7,4
6790,14,UP,23,4
6791,1,UP,19,3
6792,3,UP,21,4
6793,5,UP,15,5
6794,19,UP,21,3
6795,6,UP,11,5
6796,6,UP,19,6
6797,11,UP,13,3
6798,24,DOWN,11,5
6799,11,UP,13,6
6800,11,DOWN,6,1
6801,1,UP,19,6
6802,13,DOWN,6,4
6803,23,DOWN,2,3
6804,4,UP,11,1
6805,3,UP,13,4
6806,4,UP,23,2
6807,12,UP,24,6
6808,12,UP,22,3
6809,15,UP,19,4
6810,20,UP,22,3
6811,4,UP,15,6
6812,3,UP,21,3
6813,20,DOWN,19,4
6814,4,UP,11,5
6815,23,DOWN,10,6
6816,14,DOWN,11,2
6817,22,DOWN,19,3
6818,15,UP,21,5
6819,13,UP,15,4
6820,5,UP,19,2
6821,12,UP,18,1
6822,13,DOWN,6,4
6823,3,UP,5,4
6824,17,DOWN,6,1
6825,21,DOWN,8,6
6826,21,DOWN,20,3
6827,10,UP,18,2
6828,23,DOWN,14,4
6829,5,UP,10,5
6830,21,DOWN,6,1
6831,2,UP,9,5
6832,13,DOWN,8,3
6833,3,UP,19,1
6834,1,UP,14,2
6835,16,UP,20,2
6836,19,DOWN,9,2
6837,23,DOWN,21,1
6838,22,DOWN,18,2
6839,7,UP,11,1
6840,11,DOWN,10,1
6841,2,UP,18,4
6842,24,DOWN,19,5
6843,20,UP,22,6
6844,24,DOWN,10,1
6845,14,DOWN,10,3
6846,22,DOWN,15,6
6847,20,DOWN,16,6
6848,1,UP,19,4
6849,18,DOWN,5,2
6850,18,DOWN,2,4
6851,11,DOWN,7,4
6852,22,UP,24,6
6853,22,DOWN,19,3
6854,5,UP,20,4
6855,4,UP,13,6
6856,22,DOWN,11,4
6857,4,UP,24,3
6858,9,DOWN,6,4
6859,3,DOWN,2,2
6860,7,DOWN,4,3
6861,8,UP,15,2
6862,2,UP,20,5
6863,7,UP,18,4
6864,14,DOWN,2,3
6865,10,DOWN,3,2
6866,4,UP,22,1
6867,16,UP,19,6
6868,4,UP,23,6
6869,12,UP,14,2
6870,21,DOWN,17,6
6871,14,DOWN,11,5
6872,16,DOWN,14,1
6873,23,DOWN,6,2
6874,20,DOWN,4,2
6875,20,DOWN,7,4
6876,16,DOWN,3,4
6877,21,DOWN,16,3
6878,15,DOWN,1,1
6879,11,DOWN,1,6
6880,17,DOWN,7,1
6881,11,UP,15,2
6882,13,DOWN,7,1
6883,5,UP,19,2
6884,8,UP,20,5
6885,3,DOWN,1,6
6886,1,UP,14,5
6887,10,DOWN,7,5
6888,19,DOWN,8,1
6889,24,DOWN,19,5
6890,15,DOWN,9,1
6891,5,UP,9,6
6892,9,UP,13,4
6893,10,UP,11,6
6894,9,DOWN,1,4
6895,23,DOWN,21,4
6896,1,UP,21,3
6897,23,DOWN,19,1
6898,15,UP,19,1
6899,14,DOWN,7,5
6900,23,DOWN,1,4
6901,14,UP,21,4
6902,16,DOWN,13,1
6903,11,UP,17,5
6904,20,DOWN,11,1
6905,4,UP,16,4
6906,15,UP,21,3
6907,15,DOWN,5,4
6908,6,UP,14,5
6909,24,DOWN,19,4
6910,13,UP,24,5
6911,4,UP,11,3
6912,2,UP,6,5
6913,9,UP,12,6
6914,11,DOWN,10,6
6915,11,DOWN,8,3
6916,10,UP,21,6
6917,11,DOWN,1,6
6918,20,UP,23,1
6919,17,DOWN,10,2
6920,12,UP,23,1
6921,5,UP,9,4
6922,6,DOWN,2,3
6923,12,DOWN,4,6
6924,4,UP,9,6
6925,15,DOWN,11,5
6926,5,UP,15,2
6927,11,UP,18,4
6928,14,DOWN,4,3
6929,16,UP,18,6
6930,12,UP,19,1
6931,19,DOWN,11,3
6932,11,DOWN,8,5
6933,22,DOWN,18,4
6934,17,DOWN,12,5
6935,22,DOWN,14,6
6936,14,UP,20,4
6937,6,UP,19,4
6938,12,DOWN,2,3
6939,22,DOWN,19,1
6940,19,DOWN,5,3
6941,15,UP,22,1
6942,4,UP,16,2
6943,14,DOWN,12,6
6944,1,UP,7,1
6945,19,DOWN,14,4
6946,4,UP,5,4
6947,14,DOWN,9,5
6948,19,DOWN,4,4
6949,11,UP,18,2
6950,6,DOWN,2,3
6951,16,DOWN,10,1
6952,20,DOWN,13,2
6953,4,UP,20,6
6954,16,UP,20,6
6955,3,UP,14,4
6956,16,DOWN,1,1
6957,20,DOWN,18,2
6958,15,DOWN,11,6
6959,12,UP,14,1
6960,6,UP,24,3
6961,19,DOWN,16,6
6962,20,DOWN,10,3
6963,3,UP,24,2
6964,19,DOWN,18,2
6965,2,UP,8,5
6966,9,UP,22,3
6967,16,UP,19,4
6968,23,DOWN,4,6
6969,9,UP,23,2
6970,4,UP,12,6
6971,19,DOWN,15,2
6972,22,DOWN,14,5
6973,1,UP,9,6
6974,20,DOWN,3,5
6975,5,UP,23,3
6976,7,UP,18,3
6977,22,DOWN,6,2
6978,23,DOWN,1,1
6979,24,DOWN,16,6
6980,8,UP,24,2
6981,4,UP,5,1
6982,2,UP,14,4
6983,23,DOWN,13,3
6984,19,DOWN,16,6
6985,6,UP,14,2
6986,13,DOWN,5,6
6987,12,DOWN,1,3
6988,6,UP,15,4
6989,12,DOWN,4,3
6990,13,DOWN,7,1
6991,7,DOWN,5,3
6992,17,UP,23,5
6993,21,DOWN,20,2
6994,18,DOWN,15,3
6995,20,DOWN,19,1
6996,1,UP,12,1
6997,23,DOWN,12,2
6998,7,UP,12,1
6999,11,UP,13,4
7000,16,UP,17,1
7001,23,DOWN,2,2
7002,4,DOWN,1,1
7003,18,DOWN,2,2
7004,18,DOWN,17,6
7005,19,DOWN,15,2
7006,9,UP,23,1
7007,6,UP,15,5
7008,5,UP,10,1
7009,11,DOWN,7,3
7010,17,DOWN,12,2
7011,23,DOWN,15,4
7012,13,DOWN,12,2
7013,24,DOWN,16,2
7014,16,DOWN,5,5
7015,9,DOWN,7,1
7016,18,DOWN,16,5
7017,21,DOWN,3,4
7018,19,DOWN,14,6
7019,7,UP,23,3
7020,24,DOWN,13,4
7021,9,UP,10,6
7022,11,DOWN,2,1
7023,19,DOWN,17,5
7024,18,UP,20,5
7025,7,UP,24,5
7026,22,DOWN,16,5
7027,16,UP,21,1
7028,20,DOWN,1,6
7029,15,DOWN,13,3
7030,15,DOWN,11,4
7031,5,UP,15,6
7032,8,DOWN,6,2
7033,9,UP,20,3
7034,12,UP,15,6
7035,19,DOWN,14,6
7036,4,UP,7,2
7037,21,DOWN,16,5
7038,4,UP,23,3
7039,21,UP,24,5
7040,18,DOWN,4,1
7041,20,DOWN,5,2
7042,18,UP,20,5
7043,3,UP,11,1
7044,5,UP,8,1
7045,11,DOWN,1,4
7046,9,UP,23,4
7047,12,UP,14,1
7048,12,UP,17,5
7049,12,DOWN,3,2
7050,9,DOWN,3,4
7051,12,UP,17,2
7052,13,DOWN,6,3
7053,1,UP,18,6
7054,20,UP,21,2
7055,23,DOWN,6,5
7056,16,DOWN,9,2
7057,5,DOWN,2,6
7058,5,UP,9,5
7059,11,DOWN,4,2
7060,14,UP,19,3
7061,20,DOWN,14,3
7062,20,DOWN,10,3
7063,14,DOWN,6,1
7064,21,DOWN,9,3
7065,6,UP,10,1
7066,9,DOWN,6,2
7067,3,UP,20,5
7068,5,UP,22,2
7069,18,DOWN,14,3
7070,18,DOWN,14,6
7071,15,DOWN,4,2
7072,3,UP,19,6
7073,5,UP,24,5
7074,18,DOWN,3,1
7075,2,UP,13,3
7076,8,UP,17,6
7077,10,UP,23,4
7078,14,DOWN,12,4
7079,1,UP,2,2
7080,12,UP,22,4
7081,20,UP,23,3
7082,22,DOWN,21,4
7083,16,DOWN,7,2
7084,12,UP,13,5
7085,23,DOWN,14,3
7086,22,DOWN,2,1
7087,4,DOWN,2,5
7088,13,UP,23,2
7089,5,DOWN,3,1
7090,7,DOWN,2,2
7091,14,UP,15,4
7092,13,UP,23,2
7093,13,UP,21,2
7094,6,UP,24,5
7095,11,UP,17,1
7096,21,DOWN,12,2
7097,15,UP,23,6
7098,15,DOWN,3,5
7099,9,DOWN,2,6
7100,4,UP,23,3
7101,11,DOWN,7,4
7102,15,DOWN,13,2
7103,19,DOWN,14,2
7104,11,UP,12,2
7105,23,DOWN,5,5
7106,4,DOWN,1,1
7107,13,DOWN,9,5
7108,17,UP,21,3
7109,8,UP,14,6
7110,2,UP,13,5
7111,11,DOWN,10,1
7112,11,DOWN,9,2
7113,24,DOWN,13,1
7114,4,UP,24,4
7115,10,UP,12,3
7116,18,DOWN,11,1
7117,6,DOWN,3,1
7118,12,UP,23,5
7119,10,UP,17,2
7120,16,UP,22,2
7121,5,DOWN,3,1
7122,1,UP,23,1
7123,3,UP,18,6
7124,16,UP,22,1
7125,3,UP,12,5
7126,3,UP,23,5
7127,20,UP,22,6
7128,9,DOWN,2,5
7129,18,DOWN,4,3
7130,13,UP,15,5
7131,11,UP,21,6
7132,24,DOWN,13,5
7133,12,DOWN,6,3
7134,14,DOWN,1,1
7135,21,DOWN,1,5
7136,15,DOWN,12,5
7137,8,UP,24,2
7138,5,UP,24,6
7139,7,UP,18,5
7140,22,DOWN,1,1
7141,9,UP,11,5
7142,16,UP,22,3
7143,13,UP,19,2
7144,12,UP,21,2
7145,6,UP,8,6
7146,24,DOWN,8,1
7147,7,UP,13,1
7148,1,UP,4,3
7149,12,UP,20,3
7150,20,DOWN,13,3
7151,20,UP,23,2
7152,13,UP,18,1
7153,17,DOWN,16,3
7154,7,DOWN,5,6
7155,21,DOWN,16,3
7156,5,DOWN,3,1
7157,3,UP,15,5
7158,16,DOWN,5,4
7159,19,DOWN,18,4
7160,7,UP,8,6
7161,13,DOWN,12,2
7162,22,DOWN,16,5
7163,3,UP,22,5
7164,5,UP,10,6
7165,24,DOWN,13,1
7166,22,DOWN,15,6
7167,10,DOWN,2,3
7168,6,UP,18,4
7169,13,DOWN,8,2
7170,7,UP,19,4
7171,11,DOWN,3,5
7172,2,UP,18,1
7173,2,UP,3,2
7174,3,UP,21,1
7175,22,DOWN,20,1
7176,16,UP,24,4
7177,8,UP,21,2
7178,24,DOWN,11,2
7179,8,DOWN,7,2
7180,3,UP,5,1
7181,6,UP,16,1
7182,18,DOWN,13,3
7183,8,DOWN,7,6
7184,9,DOWN,4,2
7185,7,DOWN,6,5
7186,8,UP,17,6
7187,15,DOWN,6,6
7188,4,UP,7,5
7189,15,DOWN,1,2
7190,20,DOWN,6,6
7191,17,DOWN,9,1
7192,17,DOWN,2,3
7193,23,DOWN,14,3
7194,9,UP,20,3
7195,12,DOWN,2,1
7196,23,UP,24,2
7197,14,UP,23,5
7198,12,DOWN,6,5
7199,7,UP,23,5
7200,8,UP,9,5
7201,7,UP,17,6
7202,18,DOWN,11,6
7203,18,DOWN,5,1
7204,15,DOWN,9,1
7205,8,DOWN,1,1
7206,6,UP,20,5
7207,19,DOWN,2,1
7208,5,UP,18,4
7209,17,DOWN,9,2
7210,19,UP,20,3
7211,16,UP,20,1
7212,4,UP,11,6
7213,11,UP,13,3
7214,10,DOWN,5,2
7215,15,UP,20,3
7216,5,UP,8,1
7217,17,DOWN,1,3
7218,20,DOWN,8,5
7219,23,DOWN,19,1
7220,15,DOWN,6,2
7221,9,UP,21,2
7222,20,DOWN,9,3
7223,10,DOWN,2,6
7224,13,UP,22,6
7225,7,UP,8,2
7226,12,DOWN,2,6
7227,14,DOWN,11,6
7228,3,UP,18,5
7229,9,DOWN,4,4
7230,19,DOWN,7,4
7231,19,UP,24,3
7232,6,UP,13,1
7233,14,DOWN,12,6
7234,17,UP,23,6
7235,6,UP,23,2
7236,13,DOWN,11,5
7237,24,DOWN,20,3
7238,1,UP,18,2
7239,20,DOWN,7,5
7240,8,UP,9,6
7241,1,UP,21,5
7242,24,DOWN,14,3
7243,2,UP,20,6
7244,19,DOWN,16,6
7245,19,DOWN,9,3
7246,21,DOWN,4,6
7247,2,UP,18,6
7248,2,UP,13,3
7249,21,DOWN,14,6
7250,10,DOWN,2,2
7251,24,DOWN,8,2
7252,7,UP,8,4
7253,12,DOWN,11,6
7254,18,DOWN,6,3
7255,13,UP,15,3
7256,13,DOWN,8,1
7257,8,UP,16,3
7258,6,UP,9,3
7259,12,UP,21,2
7260,18,DOWN,8,5
7261,10,UP,20,3
7262,12,DOWN,5,5
7263,18,DOWN,9,6
7264,8,UP,15,6
7265,18,DOWN,5,1
7266,23,DOWN,19,1
7267,23,DOWN,1,4
7268,18,UP,24,2
7269,10,DOWN,3,3
7270,4,UP,7,2
7271,4,UP,15,5
7272,13,UP,22,1
7273,4,UP,17,4
7274,6,UP,15,3
7275,11,DOWN,6,6
7276,3,UP,20,1
7277,11,UP,12,3
7278,22,DOWN,21,5
7279,19,DOWN,9,1
7280,14,UP,15,2
7281,3,UP,8,3
7282,11,UP,22,3
7283,22,DOWN,7,2
7284,4,UP,17,4
7285,16,UP,18,4
7286,18,DOWN,1,4
7287,20,DOWN,12,5
7288,21,DOWN,15,5
7289,21,DOWN,5,2
7290,20,UP,22,1
7291,9,UP,13,6
7292,24,DOWN,12,5
7293,19,DOWN,9,5
7294,2,UP,14,5
7295,23,DOWN,22,6
7296,22,UP,24,6
7297,10,UP,14,6
7298,19,DOWN,10,3
7299,6,UP,14,5
7300,4,UP,13,5
7301,18,DOWN,8,1
7302,23,DOWN,19,3
7303,8,UP,18,4
7304,13,UP,24,5
7305,2,UP,12,2
7306,12,UP,14,6
7307,10,DOWN,7,3
7308,13,DOWN,7,5
7309,18,DOWN,15,6
7310,21,DOWN,18,1
7311,1,UP,2,1
7312,9,UP,20,4
7313,11,DOWN,7,5
7314,18,DOWN,1,3
7315,22,DOWN,1,1
7316,10,DOWN,4,5
7317,16,DOWN,1,5
7318,18,DOWN,16,1
7319,7,UP,19,5
7320,1,UP,15,4
7321,24,DOWN,18,4
7322,4,DOWN,2,3
7323,12,DOWN,9,1
7324,12,UP,17,4
7325,2,UP,21,3
7326,10,DOWN,2,3
7327,19,UP,24,2
7328,8,UP,9,1
7329,18,UP,19,6
7330,18,UP,21,5
7331,14,DOWN,10,2
7332,19,DOWN,10,2
7333,15,DOWN,12,2
7334,17,UP,23,2
7335,4,UP,24,5
7336,16,DOWN,9,3
7337,16,DOWN,5,5
7338,16,UP,20,5
7339,18,DOWN,4,1
7340,7,DOWN,2,5
7341,9,DOWN,2,6
7342,21,DOWN,14,2
7343,15,DOWN,2,2
7344,16,DOWN,7,6
7345,3,UP,17,5
7346,5,UP,10,5
7347,2,UP,5,6
7348,14,DOWN,5,4
7349,19,DOWN,4,2
7350,4,UP,18,4
7351,19,DOWN,16,1
7352,8,UP,13,3
7353,18,DOWN,6,6
7354,21,DOWN,10,2
7355,5,DOWN,2,4
7356,6,UP,15,4
7357,3,DOWN,2,1
7358,19,DOWN,1,1
7359,5,UP,23,2
7360,8,UP,23,5
7361,6,UP,9,2
7362,22,DOWN,6,2
7363,13,UP,23,4
7364,4,UP,13,6
7365,16,UP,23,2
7366,18,DOWN,5,4
7367,9,UP,15,5
7368,16,DOWN,3,1
7369,20,DOWN,2,1
7370,6,DOWN,5,1
7371,2,UP,19,5
7372,16,DOWN,4,1
7373,2,UP,3,4
7374,12,UP,13,6
7375,11,UP,22,4
7376,24,DOWN,23,1
7377,6,UP,15,4
7378,15,DOWN,5,4
7379,4,UP,17,3
7380,7,DOWN,3,6
7381,11,DOWN,9,4
7382,4,UP,14,1
7383,14,DOWN,12,4
7384,8,UP,23,6
7385,4,UP,13,3
7386,7,UP,21,4
7387,12,UP,16,2
7388,14,DOWN,7,4
7389,7,UP,11,1
7390,21,DOWN,18,1
7391,10,DOWN,4,4
7392,15,DOWN,7,1
7393,5,DOWN,1,1
7394,23,DOWN,18,1
7395,17,DOWN,7,4
7396,10,DOWN,7,4
7397,2,UP,6,5
7398,14,UP,24,3
7399,5,UP,17,2
7400,20,DOWN,13,5
7401,13,DOWN,6,5
7402,11,DOWN,1,6
7403,19,DOWN,18,5
7404,3,UP,20,5
7405,21,DOWN,13,6
7406,24,DOWN,17,5
7407,3,UP,7,3
7408,9,UP,19,3
7409,19,DOWN,4,3
7410,23,DOWN,14,2
7411,19,DOWN,5,6
7412,21,DOWN,8,5
7413,19,DOWN,12,4
7414,9,DOWN,7,4
7415,17,UP,21,1
7416,16,DOWN,11,6
7417,8,UP,9,2
7418,13,UP,18,5
7419,4,DOWN,2,6
7420,13,UP,21,6
7421,2,UP,4,6
7422,16,UP,18,4
7423,8,UP,24,5
7424,8,UP,14,6
7425,20,UP,21,1
7426,21,DOWN,2,3
7427,7,DOWN,2,4
7428,4,UP,6,6
7429,7,UP,14,6
7430,8,DOWN,5,1
7431,24,DOWN,12,5
7432,20,DOWN,15,5
7433,10,DOWN,1,5
7434,20,DOWN,7,4
7435,2,UP,11,5
7436,11,DOWN,2,1
7437,16,DOWN,4,3
7438,15,DOWN,2,1
7439,17,UP,19,2
7440,18,DOWN,4,1
7441,14,DOWN,3,5
7442,5,UP,7,2
7443,7,UP,22,1
7444,10,UP,22,6
7445,22,UP,24,1
7446,1,UP,8,4
7447,8,DOWN,4,1
7448,8,UP,17,2
7449,3,DOWN,2,1
7450,8,UP,15,5
7451,10,UP,18,5
7452,4,UP,24,4
7453,5,DOWN,4,3
7454,10,DOWN,9,2
7455,14,DOWN,1,4
7456,6,UP,18,5
7457,11,DOWN,10,5
7458,24,DOWN,15,1
7459,6,UP,12,4
7460,6,UP,24,5
7461,7,UP,14,4
7462,9,UP,18,2
7463,15,UP,21,1
7464,19,DOWN,2,6
7465,2,UP,18,1
7466,11,UP,18,1
7467,18,UP,20,1
7468,21,DOWN,10,5
7469,2,UP,20,4
7470,21,DOWN,15,6
7471,10,UP,24,6
7472,11,DOWN,9,2
7473,15,DOWN,1,5
7474,18,UP,23,5
7475,23,DOWN,15,5
7476,2,DOWN,1,2
7477,18,DOWN,5,6
7478,4,UP,21,4
7479,4,UP,14,6
7480,21,DOWN,4,4
7481,10,DOWN,8,4
7482,20,DOWN,18,1
7483,14,UP,18,4
7484,15,UP,23,6
7485,19,DOWN,14,4
7486,14,DOWN,12,6
7487,8,UP,11,3
7488,16,UP,18,6
7489,5,UP,19,4
7490,21,DOWN,9,5
7491,11,DOWN,3,1
7492,22,DOWN,4,1
7493,13,UP,24,1
7494,11,DOWN,4,2
7495,12,DOWN,2,1
7496,21,DOWN,18,2
7497,3,UP,24,2
7498,24,DOWN,23,1
7499,3,UP,14,4
7500,2,UP,4,6
7501,17,UP,20,3
7502,20,UP,21,5
7503,20,UP,23,3
7504,17,DOWN,12,6
7505,3,UP,6,5
7506,15,UP,17,6
7507,20,DOWN,8,6
7508,7,DOWN,4,5
7509,24,DOWN,17,2
7510,12,UP,23,4
7511,17,DOWN,1,2
7512,10,UP,19,3
7513,13,UP,21,5
7514,14,UP,22,2
7515,6,UP,9,6
7516,21,DOWN,4,5
7517,9,UP,19,3
7518,8,DOWN,2,2
7519,12,DOWN,8,3
7520,1,UP,17,2
7521,23,DOWN,20,4
7522,11,DOWN,4,6
7523,22,DOWN,5,5
7524,17,DOWN,10,4
7525,4,UP,14,2
7526,18,DOWN,6,1
7527,11,DOWN,6,5
7528,15,DOWN,6,6
7529,24,DOWN,18,2
7530,22,DOWN,19,2
7531,4,DOWN,3,4
7532,23,DOWN,20,3
7533,1,UP,24,3
7534,14,DOWN,6,6
7535,6,UP,15,5
7536,24,DOWN,15,6
7537,15,DOWN,3,3
7538,21,DOWN,1,6
7539,3,DOWN,2,5
7540,18,UP,24,3
7541,21,DOWN,12,3
7542,6,UP,12,1
7543,19,DOWN,13,6
7544,14,UP,19,2
7545,19,UP,23,2
7546,22,DOWN,2,5
7547,20,DOWN,19,5
7548,9,DOWN,2,6
7549,19,DOWN,4,4
7550,4,UP,9,6
7551,8,UP,14,5
7552,20,DOWN,15,6
7553,17,DOWN,1,2
7554,7,DOWN,4,5
7555,23,DOWN,9,2
7556,9,DOWN,1,6
7557,12,DOWN,2,6
7558,20,UP,22,2
7559,20,DOWN,18,5
7560,23,DOWN,9,4
7561,9,DOWN,3,5
7562,11,DOWN,1,5
7563,9,DOWN,7,2
7564,2,UP,3,5
7565,5,UP,11,2
7566,19,UP,21,6
7567,17,DOWN,14,5
7568,13,DOWN,12,2
7569,20,DOWN,7,4
7570,20,DOWN,9,1
7571,23,DOWN,22,3
7572,6,DOWN,2,3
7573,22,DOWN,3,4
7574,21,DOWN,18,4
7575,13,DOWN,10,6
7576,14,UP,23,1
7577,2,UP,7,3
7578,17,UP,20,4
7579,8,UP,24,5
7580,22,DOWN,14,2
